fold,index,true_label,pred_label
1,765,0,0.0
1,766,0,0.0
1,767,1,0.0
1,772,1,1.0
1,774,0,0.0
1,775,1,0.0
1,778,1,1.0
1,782,1,1.0
1,785,0,0.0
1,791,1,1.0
1,792,0,1.0
1,796,0,0.0
1,802,0,1.0
1,810,1,1.0
1,813,0,0.0
1,835,1,0.0
1,836,0,1.0
1,839,0,0.0
1,841,0,0.0
1,844,1,0.0
1,845,1,0.0
1,860,1,1.0
1,862,1,1.0
1,879,1,1.0
1,880,0,0.0
1,892,0,0.0
1,895,1,0.0
1,900,0,1.0
1,901,0,0.0
1,909,1,1.0
1,910,0,0.0
1,912,1,0.0
1,916,1,1.0
1,917,1,0.0
1,926,1,0.0
1,928,1,1.0
1,943,0,0.0
1,948,1,0.0
1,949,1,0.0
1,952,1,1.0
1,953,1,0.0
1,958,1,0.0
1,964,1,1.0
1,965,0,1.0
1,967,1,0.0
1,975,1,1.0
1,985,0,0.0
1,987,0,0.0
1,996,0,0.0
1,1001,1,1.0
1,1009,1,1.0
1,1011,1,1.0
1,1017,0,1.0
1,1037,1,1.0
1,1041,1,1.0
1,1052,0,0.0
1,1054,1,1.0
1,1056,1,0.0
1,1060,1,1.0
1,1068,1,0.0
1,1080,1,0.0
1,1081,0,0.0
1,1082,1,0.0
1,1084,0,1.0
1,1086,1,1.0
1,1093,0,0.0
1,1094,0,0.0
1,1096,1,0.0
1,1098,1,1.0
1,1113,1,0.0
1,1115,1,0.0
1,1119,1,0.0
1,1125,1,1.0
1,1130,0,1.0
1,1133,0,1.0
1,1138,1,1.0
1,1150,1,1.0
1,1152,0,1.0
1,1153,1,0.0
1,1157,0,1.0
1,1163,0,0.0
1,1168,1,0.0
1,1175,0,0.0
1,1176,1,1.0
1,1177,1,0.0
1,1182,0,0.0
1,1187,1,1.0
1,1188,1,1.0
1,1191,1,0.0
1,1194,0,0.0
1,1202,0,0.0
1,1206,0,1.0
1,1212,0,1.0
1,1213,1,0.0
1,1215,1,1.0
1,1219,0,1.0
1,1220,1,1.0
1,1221,1,0.0
1,1227,1,1.0
1,1246,0,1.0
1,1250,1,1.0
1,1251,0,0.0
1,1258,1,0.0
1,1265,0,0.0
1,1284,1,1.0
1,1285,0,1.0
1,1294,0,0.0
1,1296,0,0.0
1,1297,0,0.0
1,1298,0,0.0
1,1304,0,0.0
1,1306,1,1.0
1,1309,1,1.0
1,1312,0,0.0
1,1317,1,1.0
1,1318,0,1.0
1,1327,1,0.0
1,1337,1,1.0
1,1338,1,0.0
1,1340,1,1.0
1,1342,0,0.0
1,1343,0,0.0
1,1346,0,0.0
1,1348,0,0.0
1,1354,1,0.0
1,1360,0,1.0
1,1361,1,1.0
1,1372,0,1.0
1,1383,0,0.0
1,1388,1,1.0
1,1394,0,0.0
1,1396,0,1.0
1,1397,0,0.0
1,1402,0,0.0
1,1403,1,1.0
1,1407,1,1.0
1,1414,0,0.0
1,1418,0,0.0
1,1422,1,1.0
1,1423,0,1.0
1,1424,1,1.0
1,1428,1,1.0
1,1431,1,1.0
1,1442,0,0.0
1,1445,1,1.0
1,1447,1,1.0
1,1448,0,0.0
1,1455,0,1.0
1,1459,0,0.0
1,1464,1,1.0
1,1469,0,0.0
1,1475,0,0.0
1,1487,0,0.0
1,1488,0,0.0
1,1491,0,1.0
1,1492,0,0.0
1,1496,0,1.0
1,1498,0,0.0
1,1503,0,0.0
1,1512,1,0.0
1,1516,0,0.0
1,1557,0,0.0
1,1563,0,0.0
1,1565,0,0.0
1,1567,0,0.0
1,1570,0,0.0
1,1573,0,0.0
1,1576,0,0.0
1,1585,0,0.0
1,1586,0,0.0
1,1594,1,0.0
1,1597,1,0.0
1,1604,1,1.0
1,1607,0,1.0
1,1608,1,0.0
1,1617,0,0.0
1,1623,1,0.0
1,1636,0,0.0
1,1638,0,1.0
1,1655,1,1.0
1,1668,1,1.0
1,1676,1,1.0
1,1677,0,0.0
1,1678,0,0.0
1,1679,1,1.0
1,1684,1,0.0
1,1687,0,1.0
1,1688,1,1.0
1,1689,0,0.0
1,1693,0,1.0
1,1709,1,1.0
1,1710,1,1.0
1,1713,1,1.0
1,1720,0,0.0
1,1722,1,1.0
1,1724,1,1.0
1,1725,1,1.0
1,1728,1,1.0
1,1732,1,1.0
1,1740,0,0.0
1,1744,0,0.0
1,1746,1,1.0
1,1750,0,0.0
1,1764,0,0.0
1,1771,0,0.0
1,1785,1,0.0
1,1792,0,0.0
1,1797,0,0.0
1,1803,1,0.0
1,1809,1,1.0
1,1810,0,1.0
1,1817,0,0.0
1,1818,1,1.0
1,1822,0,0.0
1,1825,1,1.0
1,1830,0,0.0
1,1836,0,0.0
1,1841,0,0.0
1,1844,0,1.0
1,1845,0,1.0
1,1848,1,1.0
1,1854,0,0.0
1,1859,0,0.0
1,1861,1,1.0
1,1864,0,1.0
1,1870,1,0.0
1,1892,1,0.0
1,1893,0,0.0
1,1896,0,0.0
1,1901,1,0.0
1,1907,0,0.0
1,1911,0,0.0
1,1912,1,1.0
1,1916,0,0.0
1,1918,0,0.0
1,1921,1,1.0
1,1933,1,1.0
1,1948,0,1.0
1,1952,1,0.0
1,1961,1,0.0
1,1964,1,1.0
1,1971,1,0.0
1,1973,0,1.0
1,1974,1,0.0
1,1983,1,0.0
1,1985,1,0.0
1,1994,1,0.0
1,1996,0,1.0
1,1997,0,0.0
1,1999,0,0.0
2,11,0,0.0
2,18,0,0.0
2,22,0,0.0
2,30,1,1.0
2,35,0,1.0
2,37,1,1.0
2,42,1,1.0
2,45,1,0.0
2,46,1,1.0
2,51,1,0.0
2,57,1,1.0
2,68,1,1.0
2,70,1,0.0
2,74,0,0.0
2,75,1,1.0
2,76,1,1.0
2,84,0,1.0
2,88,0,0.0
2,89,1,1.0
2,100,1,0.0
2,103,1,1.0
2,106,0,1.0
2,109,1,1.0
2,110,0,1.0
2,115,0,1.0
2,119,0,0.0
2,131,1,0.0
2,132,0,0.0
2,134,0,1.0
2,135,1,0.0
2,136,0,0.0
2,142,1,1.0
2,149,1,0.0
2,151,1,0.0
2,160,0,1.0
2,161,1,1.0
2,162,0,0.0
2,165,1,0.0
2,166,0,0.0
2,172,0,0.0
2,173,1,0.0
2,183,0,0.0
2,185,1,0.0
2,189,1,1.0
2,213,0,1.0
2,215,0,0.0
2,216,1,0.0
2,221,1,1.0
2,222,0,0.0
2,225,1,1.0
2,234,0,1.0
2,240,1,1.0
2,248,1,0.0
2,254,1,1.0
2,261,0,0.0
2,262,1,1.0
2,269,1,0.0
2,271,1,0.0
2,277,0,0.0
2,284,0,1.0
2,286,1,0.0
2,297,0,1.0
2,298,0,0.0
2,300,0,0.0
2,302,0,0.0
2,305,0,0.0
2,311,1,1.0
2,313,1,1.0
2,314,1,0.0
2,315,1,0.0
2,320,0,0.0
2,322,0,0.0
2,327,1,1.0
2,328,1,0.0
2,329,1,0.0
2,339,1,0.0
2,341,0,0.0
2,345,1,0.0
2,346,1,0.0
2,355,1,0.0
2,357,1,1.0
2,359,1,1.0
2,363,0,0.0
2,364,0,0.0
2,378,0,0.0
2,380,0,0.0
2,393,1,1.0
2,395,1,0.0
2,397,0,1.0
2,400,1,0.0
2,407,0,1.0
2,416,0,0.0
2,417,1,0.0
2,422,0,0.0
2,426,1,1.0
2,427,0,0.0
2,431,0,0.0
2,434,0,0.0
2,436,1,1.0
2,439,0,1.0
2,443,1,0.0
2,447,1,0.0
2,451,1,1.0
2,459,0,0.0
2,460,0,0.0
2,463,0,0.0
2,465,1,0.0
2,471,0,0.0
2,472,0,0.0
2,475,0,0.0
2,477,0,0.0
2,479,1,0.0
2,480,0,1.0
2,482,1,1.0
2,490,1,0.0
2,492,0,0.0
2,493,1,1.0
2,496,1,0.0
2,498,1,0.0
2,505,0,1.0
2,508,1,1.0
2,518,0,1.0
2,523,0,0.0
2,530,1,1.0
2,531,1,1.0
2,534,0,0.0
2,536,1,1.0
2,540,1,1.0
2,544,0,0.0
2,545,0,1.0
2,546,0,0.0
2,549,1,1.0
2,553,0,0.0
2,561,0,0.0
2,565,1,1.0
2,568,0,0.0
2,570,0,1.0
2,588,1,0.0
2,590,0,1.0
2,595,0,0.0
2,601,0,1.0
2,613,1,1.0
2,615,1,1.0
2,617,0,1.0
2,618,0,1.0
2,620,1,0.0
2,628,1,0.0
2,632,0,0.0
2,635,1,1.0
2,637,0,0.0
2,642,0,0.0
2,649,1,1.0
2,657,1,0.0
2,658,0,1.0
2,659,0,0.0
2,671,0,0.0
2,672,0,1.0
2,680,1,0.0
2,693,1,0.0
2,698,1,0.0
2,700,0,0.0
2,705,0,0.0
2,706,1,1.0
2,711,1,0.0
2,719,0,0.0
2,721,0,0.0
2,724,0,0.0
2,730,1,0.0
2,738,0,0.0
2,739,0,0.0
2,740,0,0.0
2,744,0,1.0
2,749,0,0.0
2,753,1,0.0
2,759,1,0.0
2,762,1,0.0
2,768,0,0.0
2,781,0,0.0
2,795,0,1.0
2,797,0,0.0
2,801,0,0.0
2,809,1,0.0
2,811,0,0.0
2,821,1,1.0
2,823,0,0.0
2,843,1,1.0
2,847,1,0.0
2,852,1,0.0
2,853,1,0.0
2,854,1,0.0
2,857,0,1.0
2,859,1,0.0
2,863,1,1.0
2,864,0,0.0
2,867,1,1.0
2,868,0,0.0
2,883,0,0.0
2,884,0,0.0
2,885,0,0.0
2,894,1,0.0
2,897,1,0.0
2,898,0,0.0
2,906,0,0.0
2,907,1,0.0
2,915,1,1.0
2,929,1,1.0
2,945,0,0.0
2,950,1,1.0
2,954,0,0.0
2,957,1,1.0
2,976,1,1.0
2,978,0,0.0
2,991,1,0.0
2,995,1,0.0
2,997,0,0.0
2,998,0,1.0
2,1000,1,1.0
2,1003,1,1.0
2,1006,1,1.0
2,1008,0,1.0
2,1012,0,1.0
2,1016,0,1.0
2,1019,1,0.0
2,1020,0,0.0
2,1026,1,0.0
2,1034,1,1.0
2,1044,0,1.0
2,1047,0,0.0
2,1048,1,0.0
2,1053,0,1.0
2,1061,1,1.0
2,1062,1,0.0
2,1069,0,1.0
2,1089,1,0.0
2,1091,1,0.0
2,1097,1,1.0
2,1103,0,1.0
2,1105,1,1.0
2,1110,1,1.0
2,1111,1,1.0
2,1114,0,0.0
2,1116,0,1.0
2,1122,1,0.0
2,1126,0,0.0
2,1129,0,1.0
2,1131,1,1.0
2,1137,1,0.0
2,1154,0,0.0
2,1155,1,1.0
2,1158,0,0.0
2,1169,1,0.0
2,1178,1,1.0
2,1179,1,1.0
2,1180,0,1.0
2,1192,1,1.0
2,1207,0,1.0
2,1225,0,0.0
2,1238,0,0.0
2,1240,1,1.0
2,1247,0,1.0
2,1248,0,0.0
2,1249,1,1.0
2,1255,1,0.0
2,1256,1,0.0
2,1260,1,1.0
2,1279,0,0.0
2,1283,0,1.0
2,1320,0,1.0
2,1321,0,1.0
2,1322,1,1.0
2,1324,0,0.0
2,1325,0,1.0
2,1326,0,0.0
2,1329,0,0.0
2,1341,0,0.0
2,1349,1,0.0
2,1355,0,0.0
2,1356,0,0.0
2,1362,0,0.0
2,1365,1,0.0
2,1366,1,1.0
2,1368,0,0.0
2,1380,1,1.0
2,1385,1,1.0
2,1389,0,0.0
2,1401,0,0.0
2,1415,0,0.0
2,1419,1,0.0
2,1421,1,1.0
2,1435,1,1.0
2,1438,1,0.0
2,1441,0,1.0
2,1443,0,0.0
2,1449,1,0.0
2,1452,1,1.0
2,1465,0,0.0
2,1476,1,1.0
2,1477,0,0.0
2,1486,0,0.0
2,1497,1,0.0
2,1501,1,1.0
2,1504,0,1.0
2,1510,0,0.0
2,1515,1,0.0
2,1522,1,0.0
2,1525,0,1.0
2,1528,1,0.0
2,1530,0,0.0
2,1534,1,0.0
2,1539,1,1.0
2,1540,0,0.0
2,1541,1,1.0
2,1548,0,0.0
2,1549,1,1.0
2,1550,1,1.0
2,1551,1,0.0
2,1552,1,1.0
2,1558,1,0.0
2,1562,0,1.0
2,1571,0,1.0
2,1595,1,0.0
2,1600,0,0.0
2,1605,0,0.0
2,1613,0,0.0
2,1620,0,0.0
2,1624,0,0.0
2,1626,1,1.0
2,1628,0,0.0
2,1632,0,1.0
2,1641,1,0.0
2,1643,1,0.0
2,1647,1,1.0
2,1653,1,1.0
2,1666,0,0.0
2,1682,0,0.0
2,1683,1,1.0
2,1691,1,1.0
2,1696,0,0.0
2,1700,1,1.0
2,1701,1,1.0
2,1704,1,0.0
2,1716,0,1.0
2,1726,0,1.0
2,1727,0,0.0
2,1729,0,0.0
2,1731,1,0.0
2,1733,0,0.0
2,1734,0,1.0
2,1738,1,0.0
2,1748,1,0.0
2,1751,0,1.0
2,1755,0,0.0
2,1761,1,1.0
2,1767,1,1.0
2,1768,0,0.0
2,1773,0,0.0
2,1780,1,1.0
2,1782,1,0.0
2,1784,0,1.0
2,1790,0,0.0
2,1805,1,1.0
2,1811,0,0.0
2,1820,1,1.0
2,1824,0,0.0
2,1827,0,0.0
2,1837,0,0.0
2,1843,1,1.0
2,1849,1,0.0
2,1852,0,0.0
2,1856,1,1.0
2,1858,1,1.0
2,1862,1,1.0
2,1865,1,1.0
2,1869,1,1.0
2,1883,1,1.0
2,1884,0,1.0
2,1910,1,0.0
2,1913,1,1.0
2,1914,0,1.0
2,1920,0,0.0
2,1924,0,0.0
2,1925,0,0.0
2,1926,1,0.0
2,1931,0,0.0
2,1934,1,1.0
2,1940,1,1.0
2,1941,0,0.0
2,1942,0,0.0
2,1949,1,0.0
2,1953,0,0.0
2,1956,0,0.0
2,1958,0,1.0
2,1962,0,0.0
2,1963,1,0.0
2,1967,1,1.0
2,1968,1,0.0
2,1986,0,0.0
2,1987,1,0.0
2,1991,0,0.0
2,1992,0,1.0
3,0,1,1.0
3,5,0,0.0
3,10,1,0.0
3,16,1,1.0
3,36,0,0.0
3,39,1,0.0
3,43,1,1.0
3,56,1,0.0
3,61,0,1.0
3,62,1,1.0
3,67,0,1.0
3,73,0,0.0
3,80,0,0.0
3,81,1,0.0
3,83,1,1.0
3,90,1,0.0
3,94,0,0.0
3,98,0,0.0
3,105,1,1.0
3,107,0,1.0
3,112,0,0.0
3,121,0,0.0
3,122,1,1.0
3,123,0,0.0
3,125,0,0.0
3,126,1,1.0
3,127,1,0.0
3,130,0,0.0
3,138,0,1.0
3,141,1,1.0
3,145,0,0.0
3,152,1,0.0
3,167,1,0.0
3,168,0,0.0
3,170,1,0.0
3,176,0,0.0
3,177,1,1.0
3,178,0,1.0
3,191,0,1.0
3,196,1,1.0
3,201,1,1.0
3,208,1,0.0
3,214,1,1.0
3,219,1,1.0
3,227,1,0.0
3,228,1,0.0
3,230,1,1.0
3,236,1,0.0
3,237,0,1.0
3,239,0,1.0
3,243,0,1.0
3,245,1,1.0
3,255,0,0.0
3,257,0,0.0
3,268,0,0.0
3,278,1,1.0
3,285,1,0.0
3,288,0,0.0
3,296,1,0.0
3,299,0,1.0
3,316,1,0.0
3,323,0,0.0
3,326,1,0.0
3,334,1,1.0
3,340,1,0.0
3,344,0,1.0
3,356,1,1.0
3,358,0,1.0
3,368,1,0.0
3,370,1,0.0
3,375,1,1.0
3,376,0,0.0
3,377,0,0.0
3,382,0,0.0
3,385,1,0.0
3,389,0,0.0
3,412,0,0.0
3,415,1,1.0
3,418,0,0.0
3,419,0,0.0
3,424,1,1.0
3,430,1,1.0
3,432,1,1.0
3,438,0,0.0
3,448,1,1.0
3,453,0,1.0
3,454,1,0.0
3,455,0,1.0
3,457,0,0.0
3,467,0,0.0
3,481,0,1.0
3,483,1,0.0
3,488,1,0.0
3,499,0,0.0
3,500,1,0.0
3,511,1,1.0
3,513,0,0.0
3,514,0,0.0
3,521,0,0.0
3,527,1,1.0
3,538,0,0.0
3,547,1,0.0
3,548,0,0.0
3,555,0,0.0
3,556,0,1.0
3,560,1,1.0
3,562,1,1.0
3,567,1,1.0
3,571,1,0.0
3,573,0,0.0
3,579,1,1.0
3,580,1,1.0
3,583,1,0.0
3,584,1,0.0
3,589,0,0.0
3,591,1,1.0
3,592,0,1.0
3,593,0,0.0
3,598,1,1.0
3,599,1,1.0
3,604,1,0.0
3,605,1,0.0
3,606,0,1.0
3,609,1,1.0
3,610,0,0.0
3,611,1,0.0
3,624,0,0.0
3,631,0,1.0
3,633,1,0.0
3,638,0,0.0
3,639,1,1.0
3,651,0,0.0
3,653,0,0.0
3,662,0,0.0
3,663,1,1.0
3,665,1,1.0
3,666,0,1.0
3,669,1,0.0
3,674,1,1.0
3,681,1,1.0
3,682,1,1.0
3,684,0,0.0
3,694,0,0.0
3,702,0,0.0
3,709,1,1.0
3,715,1,1.0
3,716,1,1.0
3,718,0,0.0
3,723,1,0.0
3,737,0,0.0
3,748,1,1.0
3,760,0,0.0
3,764,1,0.0
3,769,0,0.0
3,779,1,1.0
3,783,1,1.0
3,784,0,0.0
3,786,1,0.0
3,790,0,1.0
3,793,1,0.0
3,794,1,0.0
3,798,0,0.0
3,799,1,1.0
3,812,0,0.0
3,814,0,0.0
3,815,1,1.0
3,816,0,0.0
3,817,1,1.0
3,822,0,0.0
3,827,0,1.0
3,830,0,1.0
3,833,1,0.0
3,834,1,1.0
3,838,1,1.0
3,840,1,1.0
3,842,1,1.0
3,848,0,1.0
3,850,0,0.0
3,858,1,0.0
3,861,0,0.0
3,869,0,1.0
3,871,1,0.0
3,876,1,0.0
3,877,1,1.0
3,889,0,0.0
3,891,1,0.0
3,903,0,0.0
3,908,1,0.0
3,913,1,1.0
3,918,0,0.0
3,920,1,1.0
3,922,0,0.0
3,923,1,1.0
3,924,1,1.0
3,925,1,1.0
3,935,0,0.0
3,941,1,0.0
3,951,1,1.0
3,955,0,1.0
3,956,0,1.0
3,959,1,1.0
3,961,0,0.0
3,962,1,1.0
3,966,1,1.0
3,968,1,1.0
3,969,1,0.0
3,970,0,1.0
3,979,0,1.0
3,994,0,0.0
3,999,1,1.0
3,1004,0,0.0
3,1014,0,0.0
3,1015,0,0.0
3,1021,0,1.0
3,1024,0,0.0
3,1025,0,0.0
3,1027,0,0.0
3,1029,1,0.0
3,1030,1,0.0
3,1036,0,0.0
3,1040,1,0.0
3,1043,0,1.0
3,1050,1,0.0
3,1051,0,0.0
3,1058,1,0.0
3,1059,0,0.0
3,1063,0,0.0
3,1064,0,0.0
3,1065,0,0.0
3,1066,1,1.0
3,1071,0,1.0
3,1074,1,0.0
3,1076,0,0.0
3,1077,1,0.0
3,1078,0,0.0
3,1083,1,0.0
3,1090,0,0.0
3,1104,0,1.0
3,1106,1,1.0
3,1120,0,0.0
3,1124,0,0.0
3,1127,1,0.0
3,1139,0,0.0
3,1142,0,1.0
3,1145,1,0.0
3,1147,0,0.0
3,1148,1,1.0
3,1156,0,0.0
3,1165,0,0.0
3,1166,0,0.0
3,1172,1,1.0
3,1173,0,0.0
3,1181,0,0.0
3,1200,0,0.0
3,1208,1,1.0
3,1217,0,0.0
3,1223,0,0.0
3,1224,1,1.0
3,1226,0,1.0
3,1231,1,0.0
3,1233,0,0.0
3,1239,1,1.0
3,1242,0,0.0
3,1253,1,0.0
3,1261,1,1.0
3,1262,0,1.0
3,1273,0,1.0
3,1274,0,1.0
3,1276,0,1.0
3,1277,0,1.0
3,1288,0,1.0
3,1293,1,1.0
3,1303,1,1.0
3,1316,0,0.0
3,1319,0,1.0
3,1328,1,0.0
3,1330,0,0.0
3,1331,1,1.0
3,1333,1,1.0
3,1335,0,0.0
3,1344,1,1.0
3,1350,0,0.0
3,1357,0,1.0
3,1363,1,0.0
3,1370,0,0.0
3,1373,0,1.0
3,1374,1,1.0
3,1377,0,0.0
3,1381,0,0.0
3,1386,0,0.0
3,1387,1,1.0
3,1395,1,1.0
3,1399,1,1.0
3,1411,0,0.0
3,1413,0,0.0
3,1420,1,1.0
3,1439,1,0.0
3,1444,0,0.0
3,1450,1,1.0
3,1453,1,1.0
3,1467,1,1.0
3,1471,0,1.0
3,1489,0,0.0
3,1495,0,0.0
3,1500,1,0.0
3,1502,0,0.0
3,1506,1,1.0
3,1507,1,0.0
3,1508,0,0.0
3,1509,0,1.0
3,1524,0,1.0
3,1533,0,0.0
3,1536,1,1.0
3,1545,0,0.0
3,1556,1,0.0
3,1559,1,1.0
3,1566,0,0.0
3,1577,0,0.0
3,1582,1,1.0
3,1590,1,1.0
3,1598,1,0.0
3,1599,0,0.0
3,1601,0,0.0
3,1602,0,0.0
3,1606,1,0.0
3,1611,0,0.0
3,1622,0,1.0
3,1625,1,1.0
3,1629,0,1.0
3,1633,1,0.0
3,1635,0,1.0
3,1637,1,0.0
3,1639,1,1.0
3,1648,0,0.0
3,1657,0,0.0
3,1662,1,0.0
3,1671,1,1.0
3,1672,1,0.0
3,1674,1,1.0
3,1675,0,0.0
3,1695,1,1.0
3,1698,0,0.0
3,1702,1,0.0
3,1707,1,1.0
3,1708,1,0.0
3,1711,1,0.0
3,1718,1,1.0
3,1730,1,0.0
3,1770,1,1.0
3,1774,1,1.0
3,1786,1,0.0
3,1789,1,0.0
3,1795,1,1.0
3,1802,0,0.0
3,1804,1,1.0
3,1806,0,0.0
3,1808,0,0.0
3,1814,1,1.0
3,1816,0,0.0
3,1819,0,0.0
3,1823,0,0.0
3,1826,0,1.0
3,1831,0,0.0
3,1833,0,0.0
3,1834,1,1.0
3,1835,0,0.0
3,1838,0,1.0
3,1839,1,0.0
3,1842,1,0.0
3,1850,0,0.0
3,1853,1,0.0
3,1860,0,1.0
3,1867,0,1.0
3,1876,0,1.0
3,1879,1,0.0
3,1881,1,1.0
3,1885,1,1.0
3,1887,1,0.0
3,1890,0,0.0
3,1897,1,1.0
3,1899,1,1.0
3,1902,1,1.0
3,1903,1,1.0
3,1908,0,0.0
3,1909,0,0.0
3,1917,1,1.0
3,1936,0,0.0
3,1937,1,1.0
3,1939,1,1.0
3,1944,0,0.0
3,1945,0,0.0
3,1946,0,0.0
3,1950,0,0.0
3,1965,0,0.0
3,1966,1,1.0
3,1969,1,0.0
3,1976,0,0.0
3,1977,0,1.0
3,1990,1,1.0
3,1993,0,0.0
4,1,1,1.0
4,3,0,0.0
4,6,1,1.0
4,7,1,1.0
4,8,0,0.0
4,12,1,1.0
4,13,1,1.0
4,14,0,1.0
4,15,0,0.0
4,25,1,1.0
4,33,1,1.0
4,54,1,0.0
4,60,1,0.0
4,79,1,0.0
4,93,1,0.0
4,95,0,0.0
4,97,0,0.0
4,102,0,0.0
4,111,1,1.0
4,113,1,1.0
4,114,1,1.0
4,116,0,1.0
4,128,0,1.0
4,129,1,0.0
4,139,1,1.0
4,143,1,0.0
4,148,0,0.0
4,155,0,0.0
4,157,0,0.0
4,158,1,0.0
4,159,1,1.0
4,164,0,0.0
4,169,0,0.0
4,174,0,0.0
4,175,1,0.0
4,179,1,1.0
4,184,1,1.0
4,186,0,0.0
4,190,0,0.0
4,192,0,0.0
4,193,1,0.0
4,194,1,0.0
4,206,0,1.0
4,212,0,1.0
4,220,1,1.0
4,224,0,0.0
4,226,0,0.0
4,229,0,0.0
4,232,0,0.0
4,241,0,0.0
4,251,0,0.0
4,252,0,0.0
4,256,0,1.0
4,258,0,1.0
4,259,0,1.0
4,260,1,0.0
4,273,1,0.0
4,279,0,1.0
4,287,1,0.0
4,303,1,1.0
4,304,1,1.0
4,306,0,1.0
4,308,1,0.0
4,310,1,0.0
4,312,1,1.0
4,317,0,0.0
4,331,0,0.0
4,332,1,1.0
4,333,0,0.0
4,337,0,1.0
4,338,1,0.0
4,349,1,1.0
4,353,1,1.0
4,360,1,1.0
4,366,0,0.0
4,369,1,0.0
4,392,1,0.0
4,394,1,1.0
4,399,1,1.0
4,402,1,1.0
4,404,0,0.0
4,405,0,1.0
4,409,0,1.0
4,414,0,0.0
4,420,0,0.0
4,445,0,0.0
4,450,1,1.0
4,466,0,1.0
4,470,1,0.0
4,487,1,0.0
4,495,1,0.0
4,497,1,0.0
4,501,0,0.0
4,506,0,0.0
4,507,0,0.0
4,509,0,0.0
4,510,0,0.0
4,519,1,0.0
4,520,0,1.0
4,524,0,0.0
4,525,1,1.0
4,528,1,0.0
4,529,0,0.0
4,539,1,0.0
4,542,0,1.0
4,554,1,0.0
4,559,0,1.0
4,563,0,0.0
4,564,0,1.0
4,574,0,0.0
4,585,1,0.0
4,596,0,0.0
4,600,0,0.0
4,603,0,0.0
4,608,1,0.0
4,619,1,1.0
4,622,0,0.0
4,626,0,0.0
4,629,1,1.0
4,630,1,0.0
4,641,1,1.0
4,648,1,0.0
4,652,1,1.0
4,654,1,1.0
4,660,0,0.0
4,661,1,1.0
4,673,0,0.0
4,675,0,0.0
4,678,0,0.0
4,689,0,0.0
4,701,0,1.0
4,704,0,0.0
4,707,0,1.0
4,710,0,0.0
4,712,0,0.0
4,717,0,1.0
4,728,1,1.0
4,732,0,1.0
4,734,0,1.0
