fold,index,true_label,pred_label
1,1652,0,0.0
1,1670,0,0.0
1,1672,1,0.0
1,1673,1,0.0
1,1678,1,0.0
1,1679,1,1.0
1,1683,1,0.0
1,1691,0,0.0
1,1692,0,0.0
1,1699,0,0.0
1,1700,1,1.0
1,1703,0,0.0
1,1711,1,0.0
1,1717,1,0.0
1,1721,1,1.0
1,1731,0,0.0
1,1732,0,0.0
1,1738,0,0.0
1,1744,0,0.0
1,1747,0,0.0
1,1748,1,0.0
1,1749,0,0.0
1,1750,0,0.0
1,1756,1,1.0
1,1758,0,0.0
1,1767,0,0.0
1,1776,1,0.0
1,1781,1,1.0
1,1798,1,1.0
1,1799,0,0.0
1,1806,1,1.0
1,1812,1,0.0
1,1815,0,1.0
1,1819,0,0.0
1,1825,0,0.0
1,1828,0,1.0
1,1832,1,1.0
1,1839,1,1.0
1,1841,0,0.0
1,1845,1,0.0
1,1851,1,1.0
1,1852,0,1.0
1,1853,1,1.0
1,1861,1,1.0
1,1864,1,1.0
1,1865,0,0.0
1,1868,1,1.0
1,1887,1,0.0
1,1891,1,0.0
1,1894,1,1.0
1,1898,0,0.0
1,1901,1,0.0
1,1905,1,1.0
1,1906,1,0.0
1,1913,0,0.0
1,1924,0,0.0
1,1928,0,1.0
1,1933,0,0.0
1,1946,1,1.0
1,1960,1,1.0
1,1964,0,0.0
1,1967,0,0.0
1,1972,0,0.0
1,1984,0,0.0
1,1987,0,0.0
1,1989,0,0.0
1,1991,1,1.0
1,1992,1,1.0
1,1993,0,1.0
1,1997,0,0.0
1,1999,1,0.0
2,12,1,1.0
2,18,1,1.0
2,26,1,0.0
2,30,0,0.0
2,35,0,0.0
2,37,1,0.0
2,39,0,0.0
2,44,0,0.0
2,46,0,0.0
2,55,0,1.0
2,61,0,1.0
2,66,1,1.0
2,71,1,1.0
2,74,0,1.0
2,78,1,0.0
2,79,0,0.0
2,86,0,0.0
2,88,1,1.0
2,91,0,0.0
2,93,1,1.0
2,97,1,0.0
2,102,1,1.0
2,109,0,1.0
2,110,1,1.0
2,113,1,0.0
2,115,1,0.0
2,126,0,1.0
2,129,0,0.0
2,134,0,0.0
2,136,1,1.0
2,137,1,1.0
2,146,1,1.0
2,153,1,0.0
2,155,0,1.0
2,156,0,1.0
2,162,0,1.0
2,164,1,1.0
2,166,0,0.0
2,168,0,1.0
2,177,0,0.0
2,178,0,1.0
2,181,0,0.0
2,196,0,0.0
2,197,1,0.0
2,199,0,1.0
2,201,1,1.0
2,204,1,1.0
2,220,1,1.0
2,230,0,0.0
2,235,0,1.0
2,240,0,1.0
2,245,1,0.0
2,255,0,0.0
2,259,1,1.0
2,265,0,0.0
2,268,1,0.0
2,272,0,0.0
2,277,0,1.0
2,282,1,1.0
2,284,0,1.0
2,285,1,1.0
2,288,0,1.0
2,289,1,1.0
2,292,1,1.0
2,294,1,1.0
2,302,0,0.0
2,305,1,0.0
2,311,1,1.0
2,318,0,1.0
2,321,0,1.0
2,323,0,1.0
2,325,0,1.0
2,331,1,1.0
2,334,0,0.0
2,337,0,1.0
2,338,0,1.0
2,343,1,1.0
2,346,0,0.0
2,347,1,1.0
2,355,0,0.0
2,358,0,0.0
2,360,1,1.0
2,361,1,1.0
2,370,1,1.0
2,377,0,1.0
2,379,0,1.0
2,380,1,1.0
2,382,0,0.0
2,396,1,1.0
2,406,1,1.0
2,409,1,0.0
2,412,1,1.0
2,414,1,0.0
2,416,1,1.0
2,419,0,0.0
2,421,0,0.0
2,427,0,1.0
2,434,1,1.0
2,438,1,1.0
2,440,1,0.0
2,444,1,1.0
2,445,1,1.0
2,447,1,1.0
2,450,0,1.0
2,451,1,1.0
2,454,0,1.0
2,461,0,1.0
2,462,1,1.0
2,466,0,0.0
2,469,1,1.0
2,472,0,1.0
2,476,1,0.0
2,477,0,0.0
2,484,0,0.0
2,492,0,1.0
2,494,0,0.0
2,500,1,0.0
2,503,1,1.0
2,513,1,1.0
2,514,0,1.0
2,515,0,0.0
2,521,0,0.0
2,526,0,1.0
2,529,1,0.0
2,530,1,0.0
2,531,1,1.0
2,534,0,0.0
2,542,1,1.0
2,545,0,1.0
2,546,0,1.0
2,551,0,0.0
2,554,1,1.0
2,556,0,0.0
2,560,0,1.0
2,562,1,0.0
2,563,1,1.0
2,570,0,0.0
2,587,1,1.0
2,591,0,1.0
2,597,1,1.0
2,605,0,1.0
2,607,1,0.0
2,609,0,0.0
2,612,0,1.0
2,615,0,1.0
2,622,0,0.0
2,630,0,1.0
2,631,1,1.0
2,632,1,1.0
2,642,1,0.0
2,643,0,1.0
2,649,1,0.0
2,655,1,0.0
2,659,0,1.0
2,672,0,1.0
2,676,1,1.0
2,677,0,0.0
2,679,0,1.0
2,681,1,1.0
2,683,0,1.0
2,692,1,1.0
2,693,1,1.0
2,709,0,0.0
2,719,1,1.0
2,729,0,0.0
2,730,1,1.0
2,736,0,1.0
2,738,0,0.0
2,744,1,1.0
2,746,1,1.0
2,756,1,1.0
2,762,1,1.0
2,765,1,0.0
2,767,1,1.0
2,770,1,1.0
2,778,1,1.0
2,782,0,0.0
2,793,0,0.0
2,794,1,1.0
2,805,1,1.0
2,814,1,1.0
2,819,1,1.0
2,821,1,1.0
2,826,0,0.0
2,830,1,0.0
2,832,0,1.0
2,836,0,1.0
2,837,0,0.0
2,838,0,0.0
2,842,0,1.0
2,844,1,1.0
2,852,0,1.0
2,862,0,0.0
2,872,1,1.0
2,875,1,1.0
2,876,1,1.0
2,883,0,0.0
2,888,0,0.0
2,889,1,1.0
2,891,1,1.0
2,892,1,0.0
2,895,0,0.0
2,904,0,0.0
2,911,1,0.0
2,921,1,1.0
2,923,0,1.0
2,946,1,1.0
2,949,0,1.0
2,954,0,0.0
2,955,1,0.0
2,968,1,1.0
2,980,0,1.0
2,986,0,0.0
2,991,0,1.0
2,993,0,0.0
2,997,0,0.0
2,1000,0,1.0
2,1003,1,1.0
2,1004,1,1.0
2,1010,1,1.0
2,1011,1,1.0
2,1013,0,0.0
2,1017,0,1.0
2,1022,1,0.0
2,1024,0,1.0
2,1032,0,0.0
2,1037,1,1.0
2,1044,0,0.0
2,1045,0,1.0
2,1067,1,0.0
2,1069,1,0.0
2,1072,0,0.0
2,1073,0,1.0
2,1075,0,1.0
2,1081,1,0.0
2,1082,0,0.0
2,1086,0,0.0
2,1088,0,1.0
2,1096,0,0.0
2,1102,1,1.0
2,1103,0,1.0
2,1110,0,1.0
2,1129,1,1.0
2,1130,0,0.0
2,1138,0,0.0
2,1140,1,1.0
2,1141,1,1.0
2,1151,1,1.0
2,1153,1,1.0
2,1155,0,0.0
2,1157,0,0.0
2,1171,0,0.0
2,1181,1,1.0
2,1185,1,0.0
2,1203,1,1.0
2,1215,0,0.0
2,1223,0,1.0
2,1229,1,1.0
2,1239,1,1.0
2,1240,0,0.0
2,1241,0,1.0
2,1245,0,1.0
2,1256,1,1.0
2,1264,1,0.0
2,1269,1,0.0
2,1290,0,0.0
2,1303,1,1.0
2,1307,1,1.0
2,1319,0,0.0
2,1336,0,0.0
2,1338,0,0.0
2,1347,0,0.0
2,1349,0,1.0
2,1354,1,0.0
2,1355,1,1.0
2,1358,1,1.0
2,1359,1,1.0
2,1360,1,1.0
2,1361,1,1.0
2,1370,1,1.0
2,1381,0,0.0
2,1385,1,1.0
2,1386,0,0.0
2,1388,1,0.0
2,1395,1,1.0
2,1397,1,1.0
2,1403,0,0.0
2,1404,0,1.0
2,1415,0,1.0
2,1417,0,0.0
2,1422,1,1.0
2,1435,1,1.0
2,1444,0,0.0
2,1453,1,1.0
2,1468,1,0.0
2,1469,0,1.0
2,1471,1,0.0
2,1478,0,1.0
2,1489,1,1.0
2,1494,1,0.0
2,1497,0,1.0
2,1498,1,1.0
2,1506,0,1.0
2,1513,0,1.0
2,1519,0,0.0
2,1520,1,1.0
2,1523,1,1.0
2,1534,0,1.0
2,1535,1,1.0
2,1536,0,1.0
2,1539,1,1.0
2,1543,0,0.0
2,1545,0,1.0
2,1546,0,1.0
2,1547,0,1.0
2,1550,1,1.0
2,1555,1,1.0
2,1557,0,1.0
2,1561,1,1.0
2,1573,1,0.0
2,1593,0,0.0
2,1600,1,1.0
2,1608,1,1.0
2,1618,1,1.0
2,1623,1,1.0
2,1624,0,1.0
2,1629,1,1.0
2,1633,1,1.0
2,1636,0,1.0
2,1637,0,1.0
2,1639,1,1.0
2,1643,0,0.0
2,1650,0,0.0
2,1667,1,1.0
2,1674,1,1.0
2,1686,1,1.0
2,1694,1,0.0
2,1698,0,1.0
2,1701,1,1.0
2,1702,1,1.0
2,1704,1,1.0
2,1705,1,1.0
2,1706,1,0.0
2,1712,0,0.0
2,1720,0,1.0
2,1722,0,0.0
2,1725,0,0.0
2,1728,1,1.0
2,1733,1,1.0
2,1754,1,0.0
2,1755,0,1.0
2,1760,1,1.0
2,1763,0,0.0
2,1769,1,1.0
2,1771,1,1.0
2,1772,0,0.0
2,1778,0,0.0
2,1782,0,1.0
2,1792,0,0.0
2,1794,0,1.0
2,1802,1,1.0
2,1817,0,1.0
2,1818,1,1.0
2,1823,1,1.0
2,1827,0,0.0
2,1837,0,1.0
2,1840,1,1.0
2,1842,0,0.0
2,1848,0,0.0
2,1850,0,1.0
2,1854,0,0.0
2,1859,0,1.0
2,1860,1,1.0
2,1863,0,0.0
2,1883,1,1.0
2,1888,0,0.0
2,1902,1,0.0
2,1909,1,1.0
2,1918,1,1.0
2,1920,1,0.0
2,1921,0,0.0
2,1925,0,1.0
2,1929,0,0.0
2,1930,1,1.0
2,1936,1,0.0
2,1937,1,0.0
2,1940,0,0.0
2,1947,0,1.0
2,1950,1,1.0
2,1951,0,0.0
2,1953,1,0.0
2,1955,1,0.0
2,1957,1,1.0
2,1969,0,1.0
2,1977,0,1.0
2,1978,1,1.0
2,1980,0,0.0
2,1981,1,0.0
2,1982,1,0.0
2,1994,0,1.0
3,0,0,0.0
3,4,1,1.0
3,9,0,0.0
3,16,0,0.0
3,36,0,0.0
3,40,1,0.0
3,43,0,1.0
3,54,1,1.0
3,59,0,1.0
3,62,1,0.0
3,65,1,0.0
3,69,1,0.0
3,70,0,0.0
3,80,1,0.0
3,84,1,1.0
3,89,1,0.0
3,95,1,0.0
3,96,0,0.0
3,101,0,0.0
3,103,1,1.0
3,104,1,1.0
3,106,1,0.0
3,108,1,1.0
3,111,0,0.0
3,118,1,0.0
3,120,1,1.0
3,133,0,0.0
3,144,0,0.0
3,147,0,0.0
3,148,0,0.0
3,149,1,1.0
3,157,1,1.0
3,159,1,0.0
3,161,0,0.0
3,172,0,0.0
3,173,1,1.0
3,179,0,0.0
3,180,0,0.0
3,186,0,0.0
3,205,0,0.0
3,210,0,0.0
3,221,1,1.0
3,222,1,0.0
3,223,0,1.0
3,227,0,0.0
3,229,1,1.0
3,232,0,0.0
3,237,1,0.0
3,239,1,1.0
3,243,0,0.0
3,244,0,1.0
3,247,0,0.0
3,251,1,1.0
3,252,0,0.0
3,258,0,0.0
3,271,1,1.0
3,286,1,1.0
3,298,0,0.0
3,301,0,0.0
3,309,0,0.0
3,314,1,0.0
3,327,0,1.0
3,332,1,0.0
3,333,0,0.0
3,339,1,1.0
3,344,0,0.0
3,350,0,1.0
3,357,1,0.0
3,359,1,0.0
3,362,1,1.0
3,367,1,1.0
3,378,0,0.0
3,388,0,0.0
3,390,0,0.0
3,392,1,1.0
3,393,0,0.0
3,398,0,1.0
3,400,1,0.0
3,402,1,1.0
3,415,1,1.0
3,428,1,1.0
3,430,1,0.0
3,432,1,0.0
3,443,1,0.0
3,448,0,0.0
3,453,0,1.0
3,457,0,0.0
3,458,0,0.0
3,463,1,1.0
3,470,1,0.0
3,473,0,0.0
3,480,0,0.0
3,493,1,1.0
3,495,0,0.0
3,496,1,1.0
3,502,1,0.0
3,511,0,0.0
3,520,1,0.0
3,527,0,0.0
3,532,1,1.0
3,535,0,0.0
3,543,0,0.0
3,547,1,1.0
3,548,1,0.0
3,559,0,0.0
3,565,1,1.0
3,567,0,1.0
3,569,0,1.0
3,571,0,0.0
3,576,0,0.0
3,581,0,0.0
3,582,0,0.0
3,584,1,0.0
3,585,0,0.0
3,586,0,0.0
3,590,1,1.0
3,592,1,0.0
3,593,0,0.0
3,595,0,0.0
3,598,0,1.0
3,599,0,0.0
3,600,0,0.0
3,603,0,1.0
3,604,0,0.0
3,616,1,1.0
3,620,0,0.0
3,621,1,1.0
3,624,0,1.0
3,636,1,1.0
3,640,1,0.0
3,646,0,0.0
3,650,0,1.0
3,651,1,1.0
3,652,0,0.0
3,653,0,0.0
3,660,0,0.0
3,661,0,1.0
3,670,1,1.0
3,671,1,0.0
3,680,0,0.0
3,684,1,0.0
3,686,0,0.0
3,687,1,1.0
3,690,0,0.0
3,696,0,0.0
3,701,1,1.0
3,716,1,1.0
3,722,0,0.0
3,723,1,0.0
3,742,1,0.0
3,743,0,0.0
3,754,0,1.0
3,759,0,0.0
3,761,1,0.0
3,763,0,0.0
3,772,0,0.0
3,773,0,1.0
3,774,0,0.0
3,785,1,1.0
3,786,0,0.0
3,789,0,0.0
3,795,1,1.0
3,803,0,1.0
3,806,1,0.0
3,807,0,0.0
3,811,1,0.0
3,815,0,0.0
3,816,0,0.0
3,818,0,1.0
3,820,1,0.0
3,833,1,0.0
3,835,1,0.0
3,839,1,1.0
3,840,0,1.0
3,843,1,0.0
3,848,1,0.0
3,850,1,0.0
3,856,1,0.0
3,858,1,1.0
3,863,0,0.0
3,866,0,1.0
3,867,0,0.0
3,874,1,0.0
3,878,0,0.0
3,879,1,0.0
3,896,0,0.0
3,900,0,1.0
3,902,1,0.0
3,909,0,0.0
3,913,0,0.0
3,914,0,0.0
3,915,0,0.0
3,919,1,0.0
3,928,1,1.0
3,933,1,0.0
3,934,0,0.0
3,938,1,1.0
3,950,0,1.0
3,956,1,1.0
3,958,0,0.0
3,959,1,1.0
3,960,1,0.0
3,962,0,0.0
3,964,1,1.0
3,969,0,0.0
3,971,0,0.0
3,972,0,0.0
3,975,1,0.0
3,992,0,1.0
3,1001,1,0.0
3,1008,1,1.0
3,1018,1,0.0
3,1019,0,1.0
3,1020,1,0.0
3,1021,0,0.0
3,1029,0,0.0
3,1034,0,1.0
3,1038,1,1.0
3,1040,0,0.0
3,1042,1,0.0
3,1043,1,0.0
3,1046,1,1.0
3,1047,0,1.0
3,1053,0,1.0
3,1055,0,1.0
3,1057,1,0.0
3,1061,0,0.0
3,1066,1,1.0
3,1071,1,1.0
3,1083,0,0.0
3,1087,1,0.0
3,1089,1,1.0
3,1090,1,0.0
3,1098,1,1.0
3,1101,0,0.0
3,1105,1,1.0
3,1108,1,1.0
3,1109,1,0.0
3,1118,1,0.0
3,1120,0,0.0
3,1122,0,0.0
3,1131,1,0.0
3,1143,0,0.0
3,1145,1,1.0
3,1150,1,0.0
3,1163,1,0.0
3,1164,1,1.0
3,1174,1,1.0
3,1182,1,0.0
3,1184,0,0.0
3,1192,1,0.0
3,1193,1,1.0
3,1199,0,0.0
3,1200,1,1.0
3,1205,1,0.0
3,1207,0,0.0
3,1213,0,0.0
3,1217,1,0.0
3,1227,0,0.0
3,1235,1,0.0
3,1238,1,1.0
3,1242,1,0.0
3,1246,0,0.0
3,1251,1,1.0
3,1258,1,0.0
3,1266,0,0.0
3,1271,0,1.0
3,1274,1,0.0
3,1291,1,0.0
3,1293,1,0.0
3,1296,0,0.0
3,1297,0,0.0
3,1298,1,0.0
3,1300,0,1.0
3,1302,1,0.0
3,1314,1,1.0
3,1315,0,1.0
3,1329,0,0.0
3,1342,0,1.0
3,1350,1,0.0
3,1351,0,0.0
3,1353,1,1.0
3,1364,1,1.0
3,1365,1,0.0
3,1366,0,0.0
3,1368,0,0.0
3,1383,1,1.0
3,1384,0,0.0
3,1391,1,0.0
3,1401,1,1.0
3,1406,0,1.0
3,1409,1,1.0
3,1412,1,0.0
3,1413,1,1.0
3,1416,0,0.0
3,1419,1,0.0
3,1420,0,1.0
3,1434,0,0.0
3,1447,1,1.0
3,1450,1,1.0
3,1473,1,0.0
3,1477,0,1.0
3,1483,0,1.0
3,1484,0,0.0
3,1491,1,0.0
3,1504,1,1.0
3,1511,1,0.0
3,1516,1,1.0
3,1521,1,1.0
3,1522,1,0.0
3,1526,0,0.0
3,1533,1,0.0
3,1544,1,0.0
3,1551,0,0.0
3,1554,1,0.0
3,1558,0,0.0
3,1565,1,0.0
3,1581,1,0.0
3,1584,0,0.0
3,1587,0,0.0
3,1597,1,1.0
3,1599,0,0.0
3,1602,1,1.0
3,1603,0,0.0
3,1605,1,1.0
3,1617,1,1.0
3,1620,0,0.0
3,1626,0,0.0
3,1628,1,0.0
3,1630,0,0.0
3,1632,0,0.0
3,1635,1,1.0
3,1641,1,0.0
3,1651,1,1.0
3,1660,1,1.0
3,1662,0,0.0
3,1669,1,1.0
3,1680,0,0.0
3,1681,0,0.0
3,1685,0,0.0
3,1687,1,0.0
3,1715,0,0.0
3,1723,0,0.0
3,1726,0,0.0
3,1727,0,1.0
3,1734,0,1.0
3,1740,0,0.0
3,1752,0,1.0
3,1784,0,0.0
3,1786,0,0.0
3,1793,1,1.0
3,1795,1,0.0
3,1797,1,1.0
3,1800,0,0.0
3,1803,0,1.0
3,1805,1,1.0
3,1808,0,0.0
3,1809,1,0.0
3,1813,1,1.0
3,1816,0,1.0
3,1820,1,1.0
3,1824,0,1.0
3,1831,0,1.0
3,1833,1,1.0
3,1834,0,1.0
3,1835,1,0.0
3,1836,0,0.0
3,1838,1,1.0
3,1843,1,1.0
3,1847,0,0.0
3,1858,1,1.0
3,1867,1,1.0
3,1871,1,0.0
3,1874,0,0.0
3,1878,0,0.0
3,1880,1,0.0
3,1886,1,1.0
3,1889,0,0.0
3,1895,1,0.0
3,1896,0,0.0
3,1900,1,0.0
3,1907,0,0.0
3,1911,0,0.0
3,1915,0,0.0
3,1916,0,0.0
3,1927,0,1.0
3,1934,1,0.0
3,1938,1,1.0
3,1939,1,0.0
3,1942,1,1.0
3,1943,0,0.0
3,1945,0,0.0
3,1948,1,1.0
3,1958,1,1.0
3,1963,1,1.0
3,1968,1,0.0
3,1976,0,0.0
3,1983,0,0.0
3,1985,1,1.0
3,1996,0,0.0
4,2,1,1.0
4,5,0,0.0
4,6,0,0.0
4,7,0,1.0
4,8,1,1.0
4,10,0,0.0
4,13,1,0.0
4,14,1,1.0
4,15,0,0.0
4,22,0,0.0
4,34,0,1.0
4,58,0,0.0
4,68,0,0.0
4,81,1,1.0
4,82,1,0.0
4,87,1,0.0
4,94,0,0.0
4,98,1,0.0
4,107,1,1.0
4,121,0,0.0
4,123,1,1.0
4,131,1,1.0
4,132,1,0.0
4,135,0,0.0
4,139,1,1.0
4,140,0,1.0
4,141,0,0.0
4,150,0,1.0
4,151,1,0.0
4,154,1,1.0
4,158,0,1.0
4,163,0,0.0
4,169,1,0.0
4,171,1,0.0
4,175,0,1.0
4,176,0,1.0
4,182,1,1.0
4,185,0,1.0
4,187,0,1.0
4,189,1,0.0
4,194,1,1.0
4,195,0,0.0
4,200,0,0.0
4,203,0,0.0
4,211,1,1.0
4,214,1,0.0
4,216,1,1.0
4,217,1,1.0
4,225,1,0.0
4,233,1,0.0
4,234,0,0.0
4,236,1,1.0
4,238,1,0.0
4,241,1,0.0
4,242,1,1.0
4,260,1,1.0
4,276,0,0.0
4,291,0,0.0
4,295,1,1.0
4,299,1,0.0
4,303,0,0.0
4,310,0,0.0
4,312,0,0.0
4,313,0,1.0
4,317,0,0.0
4,319,0,1.0
4,320,1,1.0
4,322,1,1.0
4,329,1,1.0
4,342,0,0.0
4,345,0,0.0
4,348,1,1.0
4,366,0,0.0
4,373,1,0.0
4,374,1,0.0
4,375,0,0.0
4,381,1,0.0
4,384,0,1.0
4,389,0,0.0
4,394,1,1.0
4,404,1,0.0
4,413,0,1.0
4,420,0,1.0
4,423,1,1.0
4,424,0,1.0
4,429,0,0.0
4,442,1,1.0
4,471,1,0.0
4,475,0,1.0
4,478,1,1.0
4,481,1,0.0
4,486,1,1.0
4,488,1,1.0
4,489,0,1.0
4,501,1,0.0
4,504,1,1.0
4,507,1,0.0
4,508,0,0.0
4,518,0,1.0
4,523,1,1.0
4,524,0,0.0
4,539,0,1.0
4,541,0,1.0
4,544,0,1.0
4,552,1,1.0
4,553,0,0.0
4,555,1,1.0
4,557,1,0.0
4,566,0,0.0
4,568,1,1.0
4,588,0,1.0
4,601,0,0.0
4,602,1,0.0
4,606,1,0.0
4,610,1,1.0
4,611,0,0.0
4,617,0,1.0
4,618,0,1.0
4,626,0,1.0
4,629,0,0.0
4,634,1,0.0
4,635,0,1.0
4,637,0,0.0
4,638,1,1.0
4,644,0,0.0
4,682,1,1.0
4,695,1,1.0
4,698,1,0.0
4,700,1,1.0
4,704,0,1.0
4,706,1,1.0
4,713,0,1.0
4,720,1,0.0
4,721,0,0.0
4,725,1,1.0
4,732,1,1.0
4,734,0,0.0
4,735,1,1.0
4,737,1,0.0
